,Time,Open,High,Low,Close,Volume
2387,2019-07-25,2001,2001.2,1972.72,1973.82,4136461
2388,2019-07-26,1942,1950.89,1924.51,1943.05,4927143
2389,2019-07-29,1930,1932.23,1890.54,1912.45,4493190
2390,2019-07-30,1891.12,1909.89,1883.48,1898.53,2910888
2391,2019-07-31,1898.11,1899.55,1849.44,1866.78,4470727
2392,2019-08-01,1871.72,1897.92,1844.01,1855.32,4713311
2393,2019-08-02,1845.07,1846.36,1808.02,1823.24,4956225
2394,2019-08-05,1770.22,1788.67,1748.78,1765.13,6058212
2395,2019-08-06,1792.23,1793.77,1753.4,1787.83,5070258
2396,2019-08-07,1773.99,1798.93,1757,1793.4,4526884
2397,2019-08-08,1806,1834.26,1798.11,1832.89,3701242
2398,2019-08-09,1828.95,1831.09,1802.22,1807.58,2879770
2399,2019-08-12,1795.99,1800.98,1777,1784.92,2905498
2400,2019-08-13,1783,1831.74,1780,1824.34,4075021
2401,2019-08-14,1793.01,1795.65,1757.21,1762.96,4893649
2402,2019-08-15,1781.99,1788,1761.96,1776.12,3809948
2403,2019-08-16,1792.89,1802.91,1784.55,1792.57,3054240
2404,2019-08-19,1818.08,1826,1812.61,1816.12,2820303
2405,2019-08-20,1814.5,1816.82,1799.88,1801.38,1932835
2406,2019-08-21,1819.39,1829.58,1815,1823.54,2039231
2407,2019-08-22,1828,1829.41,1800.1,1805.6,2658388
2408,2019-08-23,1793.03,1804.9,1745.23,1749.62,5277898
2409,2019-08-26,1766.91,1770,1743.51,1768.87,3085320
2410,2019-08-27,1775.73,1779.4,1746.68,1761.83,3027245
2411,2019-08-28,1755,1767.86,1744.05,1764.25,2421893
2412,2019-08-29,1783,1798.55,1777.25,1786.4,3018012
2413,2019-08-30,1797.49,1799.74,1764.57,1776.29,3064147
2414,2019-09-03,1770,1800.8,1768,1789.84,3546859
2415,2019-09-04,1805,1807.63,1796.23,1800.62,2326228
2416,2019-09-05,1821.95,1842,1815.58,1840.72,3325189
2417,2019-09-06,1838.22,1840.65,1826.4,1833.51,2369925
2418,2019-09-09,1841,1850,1824.61,1831.35,2999515
2419,2019-09-10,1822.75,1825.81,1805.34,1820.55,2613879
2420,2019-09-11,1812.14,1833.42,1809.08,1822.99,2432767
2421,2019-09-12,1837.63,1853.66,1834.28,1843.55,2823505
2422,2019-09-13,1842.01,1846.12,1835.17,1839.34,1971317
2423,2019-09-16,1824.02,1825.69,1800.2,1807.84,3675473
2424,2019-09-17,1807.08,1823.99,1804.1,1822.55,2033058
2425,2019-09-18,1817.04,1822.06,1795.5,1817.46,2536012
2426,2019-09-19,1821.02,1832.57,1817.9,1821.5,2078335
2427,2019-09-20,1821.71,1830.63,1780.92,1794.16,5555839
2428,2019-09-23,1777,1792.7,1767.32,1785.3,3139142
2429,2019-09-24,1790.61,1795.7,1735.55,1741.61,4637901
2430,2019-09-25,1747.36,1773,1723,1768.33,3531098
2431,2019-09-26,1762.79,1763.37,1731.5,1739.84,3571952
2432,2019-09-27,1748,1749.12,1713.82,1725.45,3948029
2433,2019-09-30,1726.99,1737.46,1709.22,1735.91,2760768
2434,2019-10-01,1746,1755.6,1728.41,1735.65,3170460
2435,2019-10-02,1727.74,1728.89,1705,1713.23,3338476
2436,2019-10-03,1713,1725,1685.06,1724.42,3624371
2437,2019-10-04,1726.02,1740.58,1719.23,1739.65,2489277
2438,2019-10-07,1731.63,1747.83,1723.7,1732.66,2187598
2439,2019-10-08,1722.49,1727,1705,1705.51,2626840
2440,2019-10-09,1719.61,1729.95,1714.36,1721.99,2089335
2441,2019-10-10,1725.24,1738.29,1713.75,1720.26,2721531
2442,2019-10-11,1742.92,1745.45,1729.86,1731.92,3279534
2443,2019-10-14,1728.91,1741.89,1722,1736.43,1928898
2444,2019-10-15,1742.14,1776.45,1740.62,1767.38,3129244
2445,2019-10-16,1773.33,1786.24,1770.52,1777.43,2804068
2446,2019-10-17,1796.49,1798.85,1782.02,1787.48,2713773
2447,2019-10-18,1787.8,1793.98,1749.2,1757.51,3189382
2448,2019-10-21,1769.66,1785.88,1765,1785.66,2130431
2449,2019-10-22,1788.15,1789.78,1762,1765.73,2234425
2450,2019-10-23,1761.3,1770.05,1742,1762.17,2190380
2451,2019-10-24,1771.09,1788.34,1760.27,1780.78,5204350
2452,2019-10-25,1697.55,1764.21,1695,1761.33,9626402
2453,2019-10-28,1748.06,1778.7,1742.5,1777.08,3708851
2454,2019-10-29,1774.81,1777,1755.81,1762.71,2276855
2455,2019-10-30,1759.12,1782.38,1759.12,1779.99,2449405
2456,2019-10-31,1775.99,1792,1771.48,1776.66,2781185
2457,2019-11-01,1788.01,1797.44,1785.21,1791.44,2677070
2458,2019-11-04,1801.01,1815.06,1801.01,1804.66,2771922
2459,2019-11-05,1809.16,1810.25,1794,1801.71,1885543
2460,2019-11-06,1801,1802.5,1788.58,1795.77,2029783
2461,2019-11-07,1803.76,1805.9,1783.48,1788.2,2547432
2462,2019-11-08,1787.89,1789.88,1774.04,1785.88,2126198
2463,2019-11-11,1778,1780,1767.13,1771.65,1947810
2464,2019-11-12,1774.66,1786.22,1771.91,1778,2038925
2465,2019-11-13,1773.39,1775,1747.32,1753.11,2926892
2466,2019-11-14,1751.43,1766.59,1749.56,1754.6,2269417
2467,2019-11-15,1760.05,1761.68,1732.86,1739.49,3931141
2468,2019-11-18,1738.3,1753.7,1722.71,1752.53,2841907
2469,2019-11-19,1756.99,1760.68,1743.03,1752.79,2274535
2470,2019-11-20,1749.14,1762.52,1734.12,1745.53,2793759
2471,2019-11-21,1743,1746.87,1730.36,1734.71,2662938
2472,2019-11-22,1739.02,1746.43,1731,1745.72,2479081
2473,2019-11-25,1753.25,1777.42,1753.24,1773.84,3489467
2474,2019-11-26,1779.92,1797.03,1778.35,1796.94,3190428
2475,2019-11-27,1801,1824.5,1797.31,1818.51,3035846
2476,2019-11-29,1817.78,1824.69,1800.79,1800.8,1923440
2477,2019-12-02,1804.4,1805.55,1762.68,1781.6,3931750
2478,2019-12-03,1760,1772.87,1747.23,1769.96,3529582
2479,2019-12-04,1774.01,1789.09,1760.22,1760.69,2680700
2480,2019-12-05,1763.5,1763.5,1740,1740.48,2827852
2481,2019-12-06,1751.2,1754.4,1740.13,1751.6,3119979
2482,2019-12-09,1750.66,1766.89,1745.61,1749.51,2367511
2483,2019-12-10,1747.4,1750.67,1735,1739.21,2515644
2484,2019-12-11,1741.67,1750,1735.71,1748.72,2101318
2485,2019-12-12,1750,1764,1745.44,1760.33,3103949
2486,2019-12-13,1765,1768.99,1755,1760.94,2747909
2487,2019-12-16,1767,1769.5,1757.05,1769.21,3149345
2488,2019-12-17,1778.01,1792,1777.39,1790.66,3646697
2489,2019-12-18,1795.02,1798.2,1782.36,1784.03,3354137
2490,2019-12-19,1780.5,1792.99,1774.06,1792.28,2738320
2491,2019-12-20,1799.62,1802.97,1782.45,1786.5,5152460
2492,2019-12-23,1788.26,1793,1784.51,1793,2137493
2493,2019-12-24,1793.81,1795.57,1787.58,1789.21,881337
2494,2019-12-26,1801.01,1870.46,1799.5,1868.77,6024608
2495,2019-12-27,1882.92,1901.4,1866.01,1869.8,6188754
2496,2020-01-02,1875,1898.01,1864.15,1898.01,4035910
2497,2020-01-03,1864.5,1886.2,1864.5,1874.97,3766604
2498,2020-01-06,1860,1903.69,1860,1902.88,3964373
2499,2020-01-07,1904.5,1913.89,1892.04,1906.86,4134010
2500,2020-01-08,1898.04,1911,1886.44,1891.97,3511966
2501,2020-01-09,1909.89,1917.82,1895.8,1901.05,3142771
2502,2020-01-10,1905.37,1906.94,1880,1883.16,2856959
2503,2020-01-13,1891.31,1898,1880.8,1891.3,2753903
2504,2020-01-14,1885.88,1887.11,1858.55,1869.44,3446381
2505,2020-01-15,1872.25,1878.86,1855.09,1862.02,2896592
2506,2020-01-16,1882.99,1885.59,1866.02,1877.94,2659493
2507,2020-01-17,1885.89,1886.64,1857.25,1864.72,3997340
2508,2020-01-21,1865,1894.27,1860,1892,3643771
2509,2020-01-22,1896.09,1902.5,1883.34,1887.46,3216257
2510,2020-01-23,1885.11,1889.97,1872.76,1884.58,2484613
2511,2020-01-24,1891.37,1894.99,1847.44,1861.64,3766181
2512,2020-01-27,1820,1841,1815.34,1828.34,3528509
2513,2020-01-28,1840.5,1858.11,1830.02,1853.25,2680497
2514,2020-01-29,1864,1874.75,1855.02,1858,2101390
2515,2020-01-30,1858,1872.87,1850.61,1870.68,6327438
2516,2020-01-31,2051.47,2055.72,2002.27,2008.72,15567283
2517,2020-02-03,2010.6,2048.5,2000.25,2004.2,5899094
2518,2020-02-04,2029.88,2059.8,2015.37,2049.67,5255893
2519,2020-02-05,2071.02,2071.02,2032,2039.87,4376174
2520,2020-02-06,2041.02,2056.3,2024.8,2050.23,3058878
2521,2020-02-07,2041.99,2098.53,2038.1,2079.28,5074635
2522,2020-02-10,2085.01,2135.6,2084.96,2133.91,5056235
2523,2020-02-11,2150.9,2185.95,2136,2150.8,5746011
2524,2020-02-12,2163.2,2180.25,2155.29,2160,3334264
2525,2020-02-13,2144.99,2170.28,2142,2149.87,3031791
